,ID,LIMIT_BAL,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,Y_default
3059,2856,320000.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1240.0,1403.0,18084.0,1801.0,0
3060,2857,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,1498.0,1200.0,365.0,347.0,0
3061,2858,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,2000.0,5000.0,2000.0,0
3062,2859,500000.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,721.0,17252.0,7421.0,6069.0,1
3063,2860,190000.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0
3064,2861,70000.0,2.0,0.0,0.0,0.0,0.0,0.0,2000.0,2000.0,2000.0,2000.0,1
3065,2862,220000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11526.0,1282.0,0.0,1121.0,1
3066,2863,50000.0,0.0,0.0,0.0,0.0,2.0,0.0,2000.0,2000.0,2900.0,0.0,0
3067,2864,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,1579.0,1590.0,1000.0,1000.0,0
3068,2865,50000.0,2.0,2.0,2.0,2.0,2.0,2.0,2000.0,2000.0,0.0,3300.0,0
3069,2866,70000.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,15000.0,3000.0,2000.0,0
3070,2867,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,2986.0,3056.0,2787.0,2745.0,0
3071,2868,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,1858.0,1685.0,659.0,658.0,0
3072,2869,150000.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0
3073,2870,300000.0,-2.0,-1.0,-1.0,-2.0,-2.0,-2.0,1283.0,843.0,0.0,444.0,0
3074,2871,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,1500.0,500.0,1000.0,0
3075,2872,170000.0,0.0,0.0,0.0,0.0,-2.0,-2.0,2000.0,1000.0,2437.0,3103.0,0
3076,2873,350000.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,316.0,316.0,466.0,466.0,0
3077,2874,470000.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,2600.0,1500.0,1500.0,0
3078,2875,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,1360.0,1400.0,0.0,3000.0,0
3079,2876,140000.0,1.0,-1.0,0.0,0.0,0.0,0.0,811.0,1000.0,33.0,34.0,0
3080,2877,60000.0,1.0,2.0,2.0,0.0,0.0,0.0,1774.0,0.0,12858.0,4166.0,0
3081,2878,160000.0,0.0,0.0,2.0,2.0,0.0,0.0,18518.0,3358.0,0.0,3200.0,0
3082,2879,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,3756.0,5350.0,2562.0,2629.0,0
3083,2880,20000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,780.0,0.0,593.0,0.0,0
3084,2881,210000.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,4960.0,8747.0,8.0,4450.0,0
3085,2882,50000.0,-1.0,-1.0,0.0,0.0,0.0,0.0,18685.0,1105.0,500.0,500.0,0
3086,2883,210000.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,10000.0,19875.0,50000.0,15456.0,0
3087,2884,280000.0,-2.0,-1.0,-1.0,-1.0,-1.0,0.0,1777.0,53934.0,4726.0,22102.0,0
3088,2885,300000.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,10000.0,10140.0,360.0,257.0,0
3089,2886,230000.0,0.0,0.0,0.0,0.0,0.0,0.0,6100.0,7000.0,5356.0,5400.0,0
3090,2887,250000.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,18069.0,7966.0,3470.0,3128.0,0
3091,2888,500000.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,8091.0,78192.0,65.0,33766.0,0
3092,2889,50000.0,0.0,0.0,0.0,0.0,0.0,-1.0,2017.0,2000.0,1200.0,100.0,0
3093,2890,50000.0,0.0,0.0,0.0,0.0,0.0,-1.0,1056.0,1000.0,57.0,0.0,0
3094,2891,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,7143.0,13700.0,15000.0,7500.0,0
3095,2892,180000.0,1.0,-2.0,-1.0,-1.0,-1.0,-1.0,41300.0,41300.0,0.0,3270.0,0
3096,2893,450000.0,0.0,0.0,0.0,0.0,0.0,0.0,13492.0,13641.0,12168.0,9650.0,0
3097,2894,70000.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0
3098,2895,110000.0,0.0,0.0,0.0,0.0,0.0,0.0,4100.0,2612.0,2666.0,2700.0,0
3099,2896,200000.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5812.0,4500.0,9352.0,1
3100,2897,210000.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0
3101,2898,320000.0,0.0,0.0,0.0,0.0,0.0,-1.0,5465.0,3137.0,52.0,2384.0,0
3102,2899,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,2317.0,2579.0,606.0,628.0,1
3103,2900,130000.0,-1.0,-1.0,2.0,0.0,0.0,-1.0,1170.0,0.0,0.0,0.0,0
3104,2901,20000.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2000.0,1139.0,556.0,20191.0,0
3105,2902,210000.0,-1.0,-1.0,2.0,2.0,-1.0,2.0,1000.0,0.0,0.0,1000.0,0
3106,2903,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,1451.0,1408.0,1000.0,964.0,1
3107,2904,60000.0,1.0,2.0,2.0,0.0,0.0,0.0,1788.0,0.0,1894.0,1801.0,1
3108,2905,110000.0,0.0,0.0,0.0,0.0,0.0,0.0,4009.0,5000.0,2000.0,2000.0,0
3109,2906,130000.0,-1.0,-1.0,-1.0,-2.0,-2.0,-1.0,10000.0,0.0,0.0,0.0,0
3110,2907,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,4010.0,6720.0,5000.0,5000.0,0
3111,2908,500000.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,22600.0,501.0,6892.0,421.0,1
3112,2909,100000.0,-1.0,2.0,2.0,-1.0,-1.0,2.0,2500.0,0.0,59265.0,4100.0,1
3113,2910,220000.0,0.0,0.0,-1.0,0.0,-1.0,2.0,1018.0,8424.0,20.0,878.0,0
3114,2911,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,18280.0,2284.0,311.0,322.0,0
3115,2912,500000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1320.0,1320.0,1320.0,1320.0,0
3116,2913,50000.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,2471.0,6015.0,0.0,3056.0,1
3117,2914,200000.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,12660.0,3977.0,0.0,2500.0,0
3118,2915,320000.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,3000.0,342.0,2.0,1500.0,0
3119,2916,450000.0,1.0,2.0,0.0,0.0,0.0,-1.0,676.0,1204.0,264.0,19.0,0
3120,2917,20000.0,8.0,7.0,6.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0
3121,2918,310000.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0
3122,2919,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,4324.0,3234.0,1448.0,1400.0,1
3123,2920,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,5600.0,5600.0,6000.0,0
3124,2921,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,2442.0,1669.0,330.0,1342.0,0
3125,2922,130000.0,0.0,0.0,0.0,-2.0,-2.0,-1.0,4650.0,0.0,0.0,0.0,0
3126,2923,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,1000.0,3400.0,1500.0,0
3127,2924,130000.0,0.0,0.0,0.0,2.0,2.0,0.0,1300.0,2600.0,1000.0,0.0,1
3128,2925,50000.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2215.0,1462.0,248.0,20787.0,0
3129,2926,30000.0,2.0,0.0,0.0,0.0,0.0,0.0,3000.0,3000.0,3000.0,3000.0,0
3130,2927,30000.0,2.0,2.0,2.0,2.0,2.0,2.0,2274.0,2217.0,1200.0,1000.0,1
3131,2928,160000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,390.0,390.0,520.0,560.0,1
3132,2929,50000.0,0.0,0.0,0.0,0.0,2.0,0.0,1800.0,1729.0,3600.0,0.0,0
3133,2930,80000.0,0.0,-1.0,-1.0,0.0,0.0,0.0,10084.0,79200.0,2108.0,2200.0,0
3134,2931,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,4749.0,1621.0,1400.0,1395.0,0
3135,2932,230000.0,1.0,2.0,0.0,0.0,-1.0,-1.0,0.0,1000.0,135.0,4387.0,0
3136,2933,390000.0,0.0,0.0,0.0,0.0,0.0,0.0,4300.0,3437.0,3346.0,3475.0,0
3137,2934,110000.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,1054.0,1000.0,1000.0,0
3138,2935,50000.0,1.0,-2.0,-2.0,-2.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0
3139,2936,20000.0,1.0,2.0,2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,1
3140,2937,100000.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,2106.0,0.0,0.0,0.0,0
3141,2938,70000.0,0.0,0.0,0.0,0.0,0.0,0.0,10580.0,8009.0,10004.0,5000.0,0
3142,2939,150000.0,2.0,2.0,0.0,0.0,0.0,0.0,57.0,6203.0,2819.0,3109.0,0
3143,2940,390000.0,0.0,0.0,0.0,0.0,0.0,0.0,2227.0,2400.0,2180.0,1036.0,0
3144,2941,50000.0,0.0,0.0,0.0,-1.0,-1.0,0.0,3690.0,2500.0,942.0,19792.0,0
3145,2942,90000.0,2.0,2.0,-1.0,2.0,0.0,0.0,0.0,95800.0,0.0,6000.0,0
3146,2943,290000.0,0.0,0.0,0.0,-1.0,0.0,0.0,12549.0,7003.0,234456.0,9500.0,1
3147,2944,20000.0,0.0,0.0,2.0,0.0,0.0,0.0,3232.0,0.0,815.0,858.0,0
3148,2945,90000.0,0.0,0.0,2.0,2.0,2.0,2.0,5800.0,5400.0,5804.0,0.0,1
3149,2946,260000.0,0.0,0.0,0.0,0.0,0.0,0.0,11500.0,10000.0,5731.0,5654.0,0
3150,2947,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,4600.0,4100.0,3900.0,4000.0,0
3151,2948,100000.0,3.0,2.0,0.0,0.0,-1.0,-1.0,0.0,4384.0,341.0,1075.0,1
3152,2949,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,12440.0,10000.0,5000.0,0
3153,2950,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,2145.0,1612.0,1404.0,1442.0,0
3154,2951,80000.0,2.0,0.0,0.0,0.0,0.0,0.0,3000.0,3200.0,3000.0,3400.0,0
3155,2952,80000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3768.0,1368.0,0.0,1421.0,0
3156,2953,30000.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1200.0,256.0,137.0,0
3157,2954,20000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3016.0,3282.0,7055.0,1839.0,0
3158,2955,50000.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0
3159,2956,250000.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1007.0,13346.0,9163.0,8338.0,0
3160,2957,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,1748.0,1253.0,2504.0,1004.0,1
3161,2958,120000.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,1015.0,890.0,890.0,3040.0,0
3162,2959,20000.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0
3163,2960,280000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2196.0,2194.0,2554.0,2196.0,0
3164,2961,50000.0,0.0,0.0,0.0,0.0,0.0,-1.0,3000.0,1200.0,9.0,500.0,0
3165,2962,360000.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,8047.0,200222.0,1044.0,390.0,0
3166,2963,100000.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,671.0,671.0,1642.0,0.0,1
3167,2964,140000.0,2.0,2.0,2.0,2.0,2.0,0.0,2300.0,0.0,3800.0,0.0,0
3168,2965,170000.0,0.0,0.0,0.0,0.0,0.0,0.0,6558.0,6316.0,3828.0,3569.0,0
3169,2966,50000.0,-1.0,0.0,0.0,0.0,0.0,0.0,1700.0,2080.0,3000.0,1000.0,0
3170,2967,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,1463.0,1733.0,1150.0,1480.0,0
3171,2968,120000.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,260.0,5753.0,1153.0,3.0,1
3172,2969,170000.0,0.0,0.0,0.0,0.0,2.0,2.0,3991.0,4071.0,4000.0,5600.0,0
3173,2970,380000.0,-1.0,0.0,0.0,0.0,0.0,-2.0,8000.0,8263.0,7127.0,4000.0,0
3174,2971,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,3000.0,3000.0,0
3175,2972,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,2000.0,1000.0,1000.0,0
3176,2973,440000.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,7324.0,5683.0,20.0,0.0,0
3177,2974,30000.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0
3178,2975,470000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3595.0,22816.0,2360.0,4356.0,0
3179,2976,180000.0,-1.0,-1.0,-2.0,-1.0,-1.0,-1.0,0.0,0.0,3155.0,1173.0,0
3180,2977,110000.0,0.0,-1.0,-1.0,-2.0,-2.0,-2.0,223.0,0.0,0.0,0.0,1
3181,2978,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,4103.0,1427.0,600.0,1200.0,0
3182,2979,120000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,325.0,325.0,325.0,325.0,0
3183,2980,220000.0,-2.0,-2.0,-2.0,-2.0,-1.0,0.0,2108.0,1332.0,1064.0,707.0,0
3184,2981,50000.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1600.0,3071.0,500.0,2800.0,0
3185,2982,100000.0,1.0,-2.0,-2.0,-2.0,-1.0,0.0,0.0,0.0,0.0,551.0,0
3186,2983,170000.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1958.0,5956.0,1842.0,3959.0,0
3187,2984,360000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5865.0,3300.0,6290.0,8220.0,0
3188,2985,180000.0,0.0,0.0,0.0,-2.0,-2.0,-1.0,1010.0,1003.0,496.0,1781.0,0
3189,2986,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,1789.0,2037.0,659.0,802.0,0
3190,2987,210000.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000.0,0.0,1761.0,675.0,0
3191,2988,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,2000.0,1315.0,2000.0,1
3192,2989,130000.0,0.0,0.0,0.0,0.0,0.0,0.0,7261.0,12272.0,10265.0,11546.0,0
3193,2990,50000.0,0.0,-1.0,0.0,0.0,0.0,0.0,1710.0,25000.0,754.0,600.0,0
3194,2991,50000.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,1831.0,3000.0,1182.0,1
3195,2992,100000.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,1
3196,2993,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,4348.0,3229.0,3150.0,3348.0,0
3197,2994,240000.0,2.0,-1.0,-1.0,0.0,0.0,-1.0,836.0,2508.0,0.0,0.0,1
3198,2995,120000.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,3505.0,1711.0,0.0,0.0,0
3199,2996,80000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,199.0,199.0,199.0,0.0,1
3200,2997,210000.0,2.0,2.0,0.0,0.0,0.0,0.0,16.0,6800.0,3800.0,5134.0,1
3201,2998,80000.0,-1.0,2.0,-1.0,0.0,0.0,0.0,0.0,10512.0,9529.0,8167.0,0
3202,2999,50000.0,0.0,0.0,2.0,0.0,0.0,0.0,3000.0,0.0,1000.0,1000.0,1
3203,3000,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,1844.0,1292.0,804.0,5717.0,0
3204,3001,330000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1488.0,2599.0,17064.0,70464.0,0
3205,3002,230000.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,65722.0,20000.0,18844.0,34983.0,0
3206,3003,30000.0,4.0,3.0,2.0,2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,1
3207,3004,50000.0,2.0,0.0,0.0,0.0,0.0,0.0,1669.0,1684.0,1600.0,2000.0,1
3208,3005,220000.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,9000.0,7000.0,7500.0,0
3209,3006,270000.0,0.0,0.0,0.0,0.0,0.0,-1.0,1500.0,2000.0,2000.0,1000.0,0
3210,3007,160000.0,0.0,0.0,0.0,0.0,0.0,0.0,7200.0,8000.0,5510.0,5800.0,0
3211,3008,10000.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1600.0,0.0,600.0,0
3212,3009,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,1406.0,1400.0,0.0,0.0,0
3213,3010,30000.0,2.0,2.0,2.0,0.0,0.0,2.0,2390.0,0.0,859.0,2097.0,1
3214,3011,210000.0,0.0,0.0,0.0,2.0,0.0,0.0,4000.0,7500.0,0.0,3000.0,0
3215,3012,250000.0,0.0,0.0,2.0,0.0,0.0,0.0,11500.0,0.0,3543.0,3700.0,0
3216,3013,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1000.0,1000.0,0
3217,3014,180000.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1133.0,572.0,803.0,916.0,0
3218,3015,200000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24325.0,40265.0,15159.0,14079.0,0
3219,3016,350000.0,-2.0,-2.0,-1.0,0.0,0.0,-2.0,941.0,44743.0,0.0,884.0,1
3220,3017,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,1611.0,700.0,704.0,0
3221,3018,30000.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,1768.0,0.0,0.0,0.0,1
3222,3019,20000.0,2.0,0.0,0.0,2.0,2.0,2.0,2000.0,2000.0,0.0,4000.0,0
3223,3020,140000.0,2.0,0.0,0.0,0.0,0.0,0.0,3000.0,2000.0,2000.0,2000.0,1
3224,3021,30000.0,2.0,2.0,2.0,0.0,0.0,0.0,4500.0,0.0,1500.0,1200.0,1
3225,3022,180000.0,0.0,0.0,-1.0,0.0,0.0,-2.0,1205.0,9402.0,0.0,0.0,0
3226,3023,20000.0,0.0,0.0,0.0,0.0,0.0,3.0,1320.0,2181.0,900.0,2000.0,0
3227,3024,100000.0,2.0,2.0,2.0,2.0,2.0,2.0,3000.0,2000.0,4600.0,3000.0,1
3228,3025,100000.0,0.0,0.0,2.0,0.0,0.0,2.0,16608.0,0.0,4233.0,9200.0,1
3229,3026,20000.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0
3230,3027,350000.0,0.0,0.0,0.0,2.0,0.0,0.0,3000.0,3000.0,0.0,5000.0,1
3231,3028,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,2500.0,2000.0,3000.0,0
3232,3029,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,3000.0,2000.0,3000.0,0
3233,3030,210000.0,-1.0,0.0,0.0,0.0,0.0,0.0,32000.0,2000.0,1500.0,1500.0,0
3234,3031,120000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3872.0,52150.0,2740.0,4626.0,0
3235,3032,20000.0,0.0,0.0,2.0,0.0,0.0,0.0,2000.0,1000.0,1000.0,1000.0,0
3236,3033,200000.0,-2.0,-2.0,-2.0,-2.0,-1.0,-1.0,753.0,547.0,2.0,2042.0,0
3237,3034,50000.0,-1.0,4.0,3.0,2.0,3.0,2.0,0.0,0.0,323.0,0.0,0
3238,3035,170000.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,6321.0,102108.0,2120.0,2873.0,0
3239,3036,450000.0,1.0,-1.0,-1.0,-2.0,-2.0,-2.0,245.0,0.0,0.0,0.0,0
3240,3037,300000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,396.0,396.0,0.0,792.0,0
3241,3038,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,13000.0,13116.0,11000.0,11000.0,0
3242,3039,280000.0,-2.0,-1.0,-1.0,-2.0,-2.0,-2.0,11009.0,9370.0,7486.0,4402.0,0
3243,3040,170000.0,0.0,0.0,0.0,0.0,0.0,0.0,13000.0,6154.0,15000.0,6000.0,0
3244,3041,60000.0,2.0,0.0,0.0,0.0,2.0,2.0,2000.0,2000.0,2800.0,1500.0,1
3245,3042,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,1437.0,1236.0,649.0,831.0,0
3246,3043,380000.0,-2.0,-2.0,-2.0,-1.0,-1.0,-2.0,0.0,990.0,2086.0,0.0,0
3247,3044,70000.0,2.0,0.0,0.0,2.0,2.0,2.0,1800.0,3700.0,0.0,3707.0,1
3248,3045,430000.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,52226.0,46935.0,0.0,46987.0,0
3249,3046,180000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,326.0,326.0,326.0,326.0,0
3250,3047,330000.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,22200.0,12000.0,12000.0,0
3251,3048,250000.0,-1.0,-1.0,-2.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,2546.0,0
3252,3049,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,16000.0,12008.0,11000.0,0
3253,3050,210000.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,3037.0,1200.0,0.0,1089.0,0
3254,3051,160000.0,0.0,0.0,0.0,0.0,-1.0,0.0,8026.0,7804.0,7730.0,67296.0,0
3255,3052,390000.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,14414.0,14411.0,76000.0,0
3256,3053,280000.0,1.0,-2.0,-2.0,-2.0,-2.0,-1.0,360.0,360.0,360.0,317.0,0
3257,3054,50000.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,390.0,0.0,780.0,0.0,0
3258,3055,350000.0,1.0,-1.0,-1.0,-1.0,-2.0,-1.0,1150.0,4576.0,0.0,0.0,1
3259,3056,230000.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0
3260,3057,200000.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,89187.0,14178.0,41359.0,9140.0,0
3261,3058,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,1500.0,1500.0,1500.0,0
3262,3059,50000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22530.0,6640.0,5410.0,9570.0,0
3263,3060,180000.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1573.0,3007.0,4394.0,200.0,0
3264,3061,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,5457.0,5661.0,4636.0,4800.0,1
3265,3062,70000.0,0.0,0.0,0.0,0.0,0.0,2.0,2100.0,2000.0,1200.0,2590.0,0
3266,3063,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,1158.0,1181.0,1500.0,836.0,0
3267,3064,50000.0,1.0,2.0,2.0,0.0,0.0,2.0,2000.0,0.0,2000.0,6000.0,0
3268,3065,430000.0,0.0,0.0,0.0,0.0,0.0,0.0,3243.0,3200.0,3185.0,3500.0,0
3269,3066,70000.0,-1.0,2.0,2.0,2.0,2.0,0.0,1100.0,0.0,624.0,0.0,1
3270,3067,20000.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,832.0,0.0,832.0,1486.0,0
3271,3068,310000.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,894.0,0.0,0.0,0.0,1
3272,3069,160000.0,0.0,0.0,0.0,0.0,0.0,0.0,10008.0,20014.0,1894.0,6425.0,0
3273,3070,30000.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2000.0,1000.0,1500.0,0
3274,3071,480000.0,-2.0,-2.0,-1.0,-1.0,-1.0,0.0,73428.0,20496.0,34.0,23682.0,0
3275,3072,180000.0,0.0,0.0,0.0,2.0,0.0,0.0,6700.0,10605.0,0.0,4751.0,1
3276,3073,210000.0,-1.0,-1.0,0.0,0.0,0.0,0.0,15266.0,2500.0,1200.0,3000.0,0
3277,3074,360000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,313.0,313.0,313.0,252.0,1
3278,3075,180000.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1800.0,1230.0,1200.0,0
3279,3076,200000.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,5000.0,1000.0,0.0,0
3280,3077,50000.0,0.0,0.0,-1.0,0.0,0.0,0.0,2150.0,956.0,20.0,1000.0,1
3281,3078,240000.0,0.0,-1.0,-1.0,-2.0,-1.0,-1.0,783.0,0.0,0.0,3853.0,1
3282,3079,180000.0,0.0,0.0,0.0,0.0,0.0,0.0,1745.0,1200.0,1531.0,3500.0,0
3283,3080,80000.0,-1.0,-1.0,0.0,-1.0,-1.0,-2.0,107.0,1000.0,1338.0,0.0,0
3284,3081,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,4000.0,1000.0,1000.0,0
3285,3082,280000.0,0.0,0.0,0.0,0.0,0.0,0.0,5005.0,7066.0,10000.0,5000.0,0
3286,3083,70000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,3000.0,7000.0,10000.0,0
3287,3084,400000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,11219.0,0.0,377.0,0.0,0
3288,3085,210000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,430.0,430.0,430.0,430.0,0
3289,3086,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,2068.0,2081.0,2113.0,5000.0,0
3290,3087,30000.0,2.0,2.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0
3291,3088,310000.0,2.0,2.0,2.0,-1.0,2.0,-1.0,0.0,0.0,20334.0,0.0,0
3292,3089,360000.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0
3293,3090,200000.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,20044.0,10198.0,15083.0,15450.0,0
3294,3091,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,1823.0,1500.0,1000.0,1000.0,0
3295,3092,320000.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,2000.0,2000.0,3000.0,0
3296,3093,60000.0,0.0,0.0,0.0,2.0,2.0,0.0,3300.0,3900.0,1500.0,0.0,0
3297,3094,230000.0,2.0,2.0,2.0,2.0,2.0,2.0,10000.0,8500.0,8500.0,8500.0,0
3298,3095,150000.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,1367.0,0.0,0.0,0.0,1
